art;pr
5340.1117012-01;899.14
5340.1117017;200.07999999999998
53403.1005252;9628.24
53404.1115020;6315.94
53404.1115281-10;15158.5
53404.1115318;552.66
53404.1115506;350.14
53404.1118057;290.36
53404.1118278;467.26
53404.1118280;517.28
53404.1118280-10;2177.7
53404.1118436;4127.26
53404.1118452;18.3
53404.1118452-10;40.26
53404.1118564;10.98
5341.1005118-30;14510.68
5341.1117010-20;5457.0599999999995
53412.1005118;13754.279999999999
5342.1009124;40.26
5342.1009124-01;84.17999999999999
5342.1115118;162.26
5342.1115120;8.54
53422.1011398;1168.76
53423.1117010-10;3357.44
53423.1117010-11;3262.2799999999997
53423.1117010-20;5981.66
53423.1118220-40;2164.2799999999997
53423.1118325;23.18
53423.1118345;1311.5
53423.8114010;130685.18
53425.1009124;225.7
5343.1115020-20;2299.7
5344.1011398-10;1779.98
5344.1118044;246.44
5344.1118220-01;2102.06
5344.1118220-31;2122.7999999999997
53441.1008600;466.03999999999996
53443.1004022;45.14
53443.1117010-01;2990.22
53444.1118436;2669.36
53444.1118438;165.92
53444.4411017;1837.32
53444.8114112;6250.0599999999995
53423.8114121;4822.66
53444.8114122;2416.82
53452.1308008;3141.5
53452.1308008-10;3051.22
5347.1009010-10;6906.42
5347.1009010-40;6509.92
5347.1009414;4728.72
5347.1011398-20;2242.36
5347.1117010-01;2465.62
5347.1117152;1928.82
5347.1118220-20;836.92
5347.1118340-20;13962.9
5347.3570013;162.26
536.1011398-10;1930.04
536.1029316;330.62
536.1115283-20;2316.7799999999997
536.1115590;122
536.1115590-10;80.52
536.1117010-10;3527.02
536.1118566;529.48
536.1203250;3407.46
536.1308011-20;19844.52
536.3570014-10;118.34
53602.1115020-10;1922.72
53604.1115020;4805.58
53604.1118056;418.46
5361.1005118;14531.42
5363.1005118;13870.18
53644.1115020;11253.28
53645.1005115;78708.3
53645.1005118;14219.1
5367.1005010;85614.72
5367.1005128;76.86
5367.1008024;20367.899999999998
9.0039;36.6
9.0056;1938.58
9.0603;10.98
9.1068;346.48
ЧР-10811-362;14609.5
ЧР-10811-363;6178.08
ЧР-10811-397-02;170.79999999999998
ЧР-10811-506-02;3653.9
ЧР-10811-506-03;235.46
ЧР-10811-409;110362.42
ЧР-10953-25;7634.76
ЧР-11028;119896.72
535.1005070;12193.9
ЧР-10958-69;12193.9
537.1005061;13990.96
537.1005061-01;13990.96
537.1005062;131.76
537.1005534;1163.8799999999999
5340.1002311-20;29238.52
5340.1002318;204.96
5340.1002404;101.25999999999999
5340.1003328;23.18
5340.1003329;91.5
5340.1003330-10;390.4
5340.1003331-10;888.16
5340.1003332;503.86
5340.1013506;17.08
5340.1013758-10;158.6
5340.1213039;378.2
5340.1213072-10;874.74
5340.1213085;69.53999999999999
5340.1213085-10;20.74
5340.1213086;169.57999999999998
5340.1308089;134.2
5340.1303122;13.42
5340.1303208-10;1287.1
5340.1306100;1006.5
537.1306100;813.74
5340.3509016;284.26
5340.3509130-01;3762.48
5340.3509501-01;3646.58
5340.3509501-03;4235.84
5340.3509526;367.21999999999997
53404.1213085;129.32
5341.1002310-30;28191.76
5341.1002311-11;27895.3
5341.1002311-20;28755.399999999998
5341.1002311-30;28755.399999999998
53413.1303208;5616.88
5342.1303100;4576.22
5342.1303101;4560.36
53441.1303340;23.18
53442.1303100;5514.4
5340.1013601-10;19842.079999999998
53445.1213232;618.54
5347.1303101;5033.72
5347.1303107;195.2
5347.1303130;4449.34
5347.3509253;14.64
53472.1213085;43.92
53472.1303100;5205.74
53472.1303101;4561.58
536.1002404;109.8
536.1303101;6325.7
536.3509203-10;544.12
1909.1704300;1331.02
536.3509209;18.3
53602.3407010-13;12800.24
53602.3407010-23;13244.32
53603.1303101;5860.88
53604.1213020-10;601.46
53604.1213026-10;3225.68
53604.1303100;6753.92
5340.1104244;539.24
5340.1104435;978.4399999999999
5340.1104546;35.38
5340.1104546-10;35.38
5340.1111656-02;3162.24
1205.1701056;8790.1
5340.3701774;1270.02
5340.3701781;67.1
5340.3724303-01;394.06
5340.3724537;45.14
5340.3724540;152.5
5340.3763130;344.04
53443.3763132;562.42
5340.3763132-01;90.28
5340.3763136;190.32
5342.3763156;107.36
53443.3763133-01;180.56
53443.3763137;143.96
53443.3763138;43.92
53443.3763150;315.98
53443.3763155;161.04
53653.3763130;384.3
53653.3763150;353.8
53653.3763158-10;90.28
5340.3770052;162.26
53403.3724012-10;22837.18
53403.3770010;5820.62
53403.3770010-10;5740.099999999999
53403.3770052;389.18
5341.1111657;28.06
5341.1111663-01;4423.72
53422.3724012-21;17531.399999999998
53423.3770041;625.86
53423.3770042;680.76
53425.3770041;1749.48
53703.3770045;7340.74
53703.3770045-20;5530.26
5344.1104429;514.84
5344.1130544;7074.78
5344.3724012-20;16239.42
53441.3724012-21;13462.699999999999
53443.1104630;48.8
53443.1112389;383.08
53443.3724014-31;20582.62
53443.3763136-10;844.24
53443.3763136-30;2008.12
53443.3763142;26.84
53443.3763156;107.36
53443.3763158-10;712.48
53443.3763159-10;329.4
53443.3763161;498.97999999999996
53443.3763550;42.699999999999996
5345.3724112-10;1323.7
53452.3724112;2216.74
5347.1104429;506.3
5347.3724014-01;24862.38
5347.3724014-26;21241.42
53673.3724014-01;23332.5
5347.3724112;2973.14
53601.1130142;114.67999999999999
5362.3701790-10;4268.78
53625.3724017-01;22826.2
53646.1104422-20;1832.44
53646.1104426-20;1632.36
5367.3701774;5315.54
5367.3724112;4683.58
651.3740080;466.03999999999996
6585.1130546;28.06
