art;pr
236-1704025;115.89999999999999
336.1704025;114.67999999999999
236-1704026;150.06
336.1704029;43.92
336.1704030;495.32
236-1704040-Б;680.76
336.1704040;662.46
236-1704042-В;276.94
336.1704042;279.38
336.1704045;518.5
336.1704049;345.26
236-1704054-Б;1174.86
236-1704060;114.67999999999999
336.1704300;1897.1
850.1714600;82168.22
850.1714620;33590.26
850.1714622;30175.48
238-1721033;363.56
238Б-1721240;4454.22
238П-1721240;5015.42
238М-1721249;208.62
239.1721380;5631.5199999999995
201.1721414;68.32
201.1721416;89.06
239.1722091;63.44
238Н-1723009-01;12467.18
238Н-1723015-Б;4041.86
238Н-1723018-Б;2575.42
238-1723019;250.1
238Н-1723020;686.86
238Н-1723024;589.26
238Н-1723028;753.96
238Н-1723030;345.26
238Н-1723032;1595.76
238Н-1723038;409.92
238Н-1723043;1255.3799999999999
239.1723081-01;974.78
238Н-1723092;1110.2
238Н-1723100;1030.9
238Н-1723101;119.56
238Н-1723102;40.26
238Н-1723103;201.29999999999998
238Н-1723104;53.68
238Н-1723154;53.68
238М-1723162-40;708.8199999999999
238-1723280;170.79999999999998
45 9318 1096;134.2
45 9327 1074;142.74
45 9327 6074;168.35999999999999
45 9327 6144;248.88
45 9328 1097;230.57999999999998
45 9328 1195;187.88
45 9328 1197;204.96
9.1339;215.94
238АК-3408010-Б;9836.86
238АК-3408100;4328.5599999999995
238АК-3408104;2802.34
238АК-3408106;1209.02
238АК-3408108;211.06
238АК-3408110;258.64
238АК-3408112;191.54
238АК-3408114;103.7
45 9347 1619;95.16
45 9348 1569;82.96
45 9348 1571;186.66
45 9348 6555;85.39999999999999
45 9348 6557;96.38
8401.3509010;41891.14
840.3509260-01;829.6
7511.3509300;6747.82
236-3509308-Б;832.04
8401.3509432-10;1033.34
236-3701025-Б2;324.52
238НБ-3701027-Б;59.78
240-3701028;4254.14
240-3701706-В;490.44
840.3701715;7044.28
850.3701716;3967.44
240-3701754-Б;2257
240-3701755-В;2708.4
236-3701770;2468.06
238-3701770;2202.1
240-3701770-Д2;2385.1
658.3701770;2483.92
236-3701774;2821.86
238-3701774-Б;2359.48
238НБ-3701774;2516.86
238АК-3701774;2257
238АК-3701774-А;2242.36
238АК-3701774-Б;4571.34
240-3701774-Д2;3041.46
658.3701774;2486.36
850.3701774;5476.58
855.3701774;1427.3999999999999
238-3701780;333.06
236БК-3701790;345.26
236НД-3701790;385.52
238-3701790;333.06
238-3701790-10;339.15999999999997
238АК-3701790;662.46
238ДК-3701790;342.82
240Б-3701790-Б;269.62
658.3701790;390.4
7511.3701790-20;524.6
658.3701791;111.02
236ЕК-3701792;939.4
850.3701792;727.12
845.3701792-10;1794.62
658.3701795;883.28
7511.3701795-01;244
850.3701795;1739.72
236ЕК-3701798;47.58
240-3708700;3164.68
236-3708702-Б;1520.12
236-3708702-В;1389.58
8401.3708702;1545.74
236-3708704-Б;1346.8799999999999
236-3708704-В;1124.84
240-3708710;90.28
240-3708718;93.94
236-3708720;178.12
240-3708720;224.48
240-3708721;2105.72
240-3708724-Б;109.8
236-3802024;251.32
202.3802033-40;1758.02
236-3802033-Б;1772.6599999999999
201.3802034;1111.42
236-3802034-Б;1018.6999999999999
236-3802074;56.12
236.3802230-01;4953.2
240-3813862-Б;137.85999999999999
240-3813868;40.26
240-3813870;96.38
840.3901011;7987.34
236-3901214-А;189.1
240-3901478;549
183.1602805;42363.28
183.4200002;127754.73999999999
183.4200002-76;142275.18
184.4200002-78;142205.63999999998
187.4200002;158343.8
181.4200004;108204.23999999999
184.4200004;111457.98
182.4200005;104320.98
236Г-4200005;77628.59999999999
238-4200005;82414.66
238Б-4200005;82513.48
238АК-4200005;83374.8
238ДК-4200005-20;76515.95999999999
236-4200010;48191.22
236К-4200010;50573.88
238-4200010;61513.619999999995
238АК.4200010;65776.3
238ДК.4200010;51635.28
184.4200011;70392.78
184.4200011-15;70392.78
181.4200012-20;57341.22
236-4200012;56578.72
238-4200012;59093.14
238АК-4200015;13257.74
238ДК-4200015;13271.16
238АК-4200020;10113.8
238АК-4200020-10;9331.78
238АК.4200023;784.46
238АК.4200025;172.02
238АК-4200028;29.28
238АК-4200035;416.02
238ДК-4200040-01;14032.44
236-4200090;6936.92
238.4200090;7311.46
238-4200095;15960.039999999999
238АК-4200095;32866.8
238БК-4200095;33758.62
238ДК-4200095;19204.02
187.4200095;22023.44
236К-4200100-10;13787.22
238-4200100;15940.52
238АК-4200100;42374.26
238БК-4200100-01;38337.28
238ДК-4200100;23848.559999999998
238АК-4200105;5130.099999999999
238ДК-4200105;5130.099999999999
238АК-4200110;5762.0599999999995
238ДК-4200110-01;5156.94
238АК-4200112;122
238АК-4200120-10;3995.5
187.4200130;13925.08
238.4200130;14619.26
238АК-4200130;23760.72
238ДК-4200130;15674.56
187.4200142;6314.72
238.4200142;2155.74
238-4200150;230.57999999999998
238АК-4200210;558.76
8502.4202039-20;15664.8
238АК-4611201-В;16019.82
238АК-4611210;9179.28
238АК-4611214;2646.18
238АК-4611218-Б;4778.74
238АК-4611220-Б;4715.3
238АК-4611221;158.6
238АК-4611222;613.66
238АК-4611223;151.28
238АК-4611248-Б;5797.44
238АК-4611250-Б;4789.72
238АК-4611251;219.6
238АК-4611252;239.12
238АК-4611255;34.16
238АК-4611260-А;93.94
238АК-4611261-А;159.82
45 9348 1559;47.58
45 9824 6257;34.16
45 9824 6263;57.339999999999996
45 9824 6265;111.02
45 9824 6266;146.4
45 9824 6270;135.42
65802.1002235;1113.86
65802.1002251-10;539.24
65802.1002251-30;1166.32
65802.1002253-20;631.96
65802.1002352;652.6999999999999
65802.1104359;215.94
65802.1115059;650.26
65802.1117148;2171.6
65802.1117150;785.68
65802.1117152;4168.74
65802.1306072;1736.06
65802.1306080;1444.48
65802.1306098;9943
65802.1306112;252.54
65802.1307010;9813.68
65802.1308011-40;77926.28
65802.1308042;1971.52
65802.1308046-20;2867
65802.1308110-30;22363.82
65802.1308140;633.18
65802.1308928-10;553.88
65802.3509110-40;54763.36
65802.3509306-10;910.12
65802.3509306-20;910.12
65802.3509316-30;507.52
65802.3509316-40;719.8
65802.3701790-10;2890.18
65802.3701798;1105.32
201-1005034-Б6;1331.02
236-1000102-Б2;2280.18
236-1000102-Б2-Р1;2280.18
236-1000102-Б2-Р2;2280.18
236-1000102-Б2-Р3;2280.18
236-1000102-Б2-Р4;2280.18
236-1000102-Б2-Р5;2280.18
236-1000102-Б2-Р6;2280.18
236-1000104-В2;2365.58
236-1000104-В2-Р1;2365.58
236-1000104-В2-Р2;2365.58
236-1000104-В2-Р3;2365.58
236-1000104-В2-Р4;2365.58
236-1000104-В2-Р5;2365.58
236-1000104-В2-Р6;2365.58
236-1007010-В2;957.6999999999999
236-1007015-В6;976
236-1007032-В1;444.08
236-1011014-В3;22194.239999999998
236-1011048-Б;2644.96
236-1011363-Б2;3017.06
236БЕ-1008042-В;5460.72
236БЕ-1008043-В;5702.28
236БЕ-1008088;4023.56
236БЕ-1008358-А;1823.8999999999999
236БЕ-1008482-Г;4826.32
236БЕ-1008524-В;5332.62
236БЕ-1008525-А;5766.94
238-1000102-Б2;2862.12
238-1000102-Б2-Р1;2862.12
238-1000102-Б2-Р2;2862.12
238-1000102-Б2-Р3;2862.12
238-1000102-Б2-Р4;2862.12
238-1000102-Б2-Р5;2862.12
238-1000102-Б2-Р6;2862.12
238-1000104-В2;3170.7799999999997
238-1000104-В2-Р1;3170.7799999999997
238-1000104-В2-Р2;3170.7799999999997
238-1000104-В2-Р3;3170.7799999999997
238-1000104-В2-Р4;3170.7799999999997
238-1000104-В2-Р5;3170.7799999999997
238-1000104-В2-Р6;3170.7799999999997
238АК-1002203-Б;86056.36
238АК-1002205-А;34633.36
238АК-1005065-30;85618.38
238АК-1005514-10;52.46
238НБ-1008088-01;4431.04
238НБ-1008088-А;4899.5199999999995
855.1008083;585.6
240-1000104-Б2;4595.74
240-1000104-Б2-Р1;4595.74
240-1000104-Б2-Р2;4595.74
240-1000104-Б2-Р3;4595.74
240-1000104-Б2-Р4;4595.74
240-1000104-Б2-Р5;4595.74
240-1000104-Б2-Р6;4595.74
240-1011014-Б;18624.52
240-1011015;3908.88
240-1011016-А;2513.2
240-1011030;2410.72
240-1011110;1718.98
240-1011230-А;2232.6
240-1014138;92.72
240-1029230;3901.56
240-1029308-А;7521.3
240-1029312;1250.5
240-1029316-Б;146.4
240-1029326;24339
240-1029330-Б;6373.28
240-1029336;2455.86
240Б-1011040;3644.14
240Б-1011100;1582.34
240Н-1011014-Б;18672.1
240Н-1011048;3409.9
45 7375 5041;1417.6399999999999
47 8571 3273;561.1999999999999
7511.1003264-02;868.64
7511.1007010;983.3199999999999
7511.1007190;279.38
7511.1013600-03;46412.46
7511.1013724;1312.72
7511.1013734-01;3646.58
7601.1013600-03;33974.56
7601.1013734-01;2409.5
7601.1013734-10;2415.6
8.8906;4948.32
8.9330;4697
840.1000102;4161.42
840.1000102-Р1;4161.42
840.1000102-Р2;4161.42
840.1000102-Р3;4161.42
840.1000104;3917.42
840.1000104-Р1;3917.42
840.1000104-Р2;3917.42
840.1000104-Р3;3917.42
845.1000107;291143.24
850.1000107;294389.66
840.1004058;258.64
840.1004059;258.64
840.1005170;329.4
840.1005171;329.4
840.1002021-11;11413.1
840.1005121-01;3108.56
840.1005193;667.34
840.1005194-10;746.64
840.1005688;40.26
840.1006026-10;530.6999999999999
840.1006037-10;496.53999999999996
840.1006214-01;10844.58
840.1007091;5936.5199999999995
840.1007091-01;5936.5199999999995
840.1007100;5762.0599999999995
840.1007100-01;5762.0599999999995
840.1007106;2513.2
855.1007106;46023.28
840.1007110-01;12575.76
840.1007140-01;14170.3
840.1007147;492.88
840.1007180;11413.1
840.1011054;18214.6
840.1011296-10;599.02
840.1013630;1343.22
840.1028010;59761.7
840.1028020;15095.06
840.1028035;16561.5
840.1028064;98.82
840.1028078;16184.52
840.1029114-01;7805.5599999999995
840.1029115-02;20420.36
840.1029128;6436.72
840.1029260-11;8369.199999999999
840.1029262-11;12313.46
840.1029264-10;7501.78
840.1029270-10;6184.18
847.1004015-01;5845.0199999999995
840.1002021-20;4402.98
855.1002021;6353.76
8401.1013650-01;48746.32
8401.1170220-03;49331.92
841.1002260;38060.34
841.1002264;35631.32
841.1005061;11698.58
841.1008025;9617.26
841.1008026;9006.039999999999
841.1008029;13766.48
841.1008030;14267.9
841.1011240;15462.279999999999
841.1012010;37452.78
842.1011019;9428.16
842.1011293;2198.44
842.1013700;832.04
842.1013708;6752.7
842.1014149;7958.0599999999995
842.1029286;6315.94
842.1029584;20167.82
8421.1008042-20;9367.16
8421.1008043-10;9738.039999999999
8421.1008344-20;24694.02
8421.1008346-20;16479.76
8421.1011014;41301.88
8421.1014149;8266.72
8423.1005061-20;13717.68
8423.1008025;7820.2
8423.1008026;8581.48
8423.1008029;11292.32
8423.1008030;10450.52
8423.1008042-10;9245.16
8423.1008043-10;11331.36
8423.1008344-20;26236.1
8423.1008346-20;18584.26
8423.1009130;9617.26
8423.1009135-01;3946.7
850.1001017;24143.8
850.1011293;2896.2799999999997
850.1011356;2774.2799999999997
850.1011415;2431.46
850.1012202;3307.42
850.1308675-20;9159.76
45 7382 5054;434.32
45 7382 5164;613.66
45 7382 5168;581.9399999999999
45 7382 7233;1063.84
238Б-1029438-А;520.9399999999999
840.1029438-01;940.62
8.9023;64322.06
8.9496;61636.84
9.1587;74912.88
236-1005160-А6;2577.86
236-1005160-А7;2152.08
236-1005160-А8;2831.62
8.9175;929.64
236-1004002-А4;1222.44
236-1004020-01;838.14
236-131Т;1222.44
658.1004002;1599.42
7511.1004002;1246.84
7511.1004052-21;524.6
7511.1004020-03;919.88
8401.1004020-01;1106.54
85504.1004012;10306.56
8401.1004045;34070.94
8401.1004045-10;16470
8421.1004002;1459.12
236НЕ2-1022826-40;607.56
236НЕ2-1104384-40;899.14
236НЕ2-1104422-40;940.62
236НЕ2-1104426-40;941.84
238-1104346-Д;585.6
236-1104334-40;486.78
236-1104346-Д;562.42
236-1104370-В;875.96
238-1104370-В;1149.24
236-1104384-Ж;967.4599999999999
236-1104422-Ж;1080.92
236-1104426-Ж;973.56
6562.1104422-40;1076.04
6562.1104426-40;960.14
6565.1112410-10;2377.7799999999997
6565.1112420-10;2377.7799999999997
6565.1112430-10;2377.7799999999997
6565.1112440-10;2377.7799999999997
6565.1112450-10;2377.7799999999997
6565.1112460-10;2377.7799999999997
65652.1104415;1849.52
65652.1104422;1511.58
658.1115048;908.9
6581.1104384-40;873.52
6581.1104422-40;986.98
6581.1104426-40;967.4599999999999
6585.1104382;469.7
6585.1104384-10;2599.82
6585.1104410;1174.86
6585.1104422;1295.6399999999999
6585.1104426;1268.8
6585.1111620;1417.6399999999999
6585.1111670-10;1315.16
6565.1111670;1537.2
6585.1111672-10;1315.16
6565.1111672;1537.2
6565.1111675;1930.04
6585.1112312;1349.32
6585.1112410-10;2646.18
6585.1112420-10;2646.18
6585.1112430-10;2646.18
6585.1112440-10;2646.18
6585.1111675-10;2360.7
6585.1104385;3894.24
840.1112402-10;1073.6
840.1112412-10;1191.94
9.1195;24537.86
9.1196;24537.86
8.9407;24537.86
8.8751;24537.86
9.1191;24537.86
8.9130;24537.86
8.9131;24537.86
9.1192;24537.86
9.1193;24537.86
8.8825;24537.86
8.8826;24537.86
8.8827;24537.86
9.1194;24537.86
8.8828;24537.86
8.8829;24537.86
8.8830;24537.86
8.8821;34380.82
8.8822;34380.82
9.0405;26991.28
9.1326;33159.6
8.9016;26953.46
8.9017;26953.46
9.1342;51832.92
85504.1118010;95081.92
85504.1118011;95081.92
6585.1112163-11;822.28
840.1112163;806.42
840.1115153-01;2763.2999999999997
840.1117010;18169.46
840.1117020;14208.119999999999
840.1117022;9692.9
842.1104373-10;3139.06
842.1108038;5002
842.1108045;5002
842.1115012-10;28673.66
842.1115014-10;35988.78
842.1115021-11;14211.779999999999
8421.1104382;5319.2
8421.1109048;29464.22
8421.1109052;9851.5
8421.1109057;579.5
8421.1109326;616.1
8421.1115158-20;4323.68
8421.1118220;4956.86
8423.1115014-10;29049.42
8481.1170200;184647
236-1306052-Б;512.4
236-1306053-А;281.82
236-1307010-А3;17499.68
236-1307023-Г;3901.56
236-1307032-Г;6556.28
236-1307212-Б3;3832.02
236-1307216-В2;1262.7
236-1308008;1751.92
236БК-1308011-Б2;44351.88
238-1308011-В2;44939.92
238-1308011-Г2;45054.6
238АК-1307010;15918.56
238НД-1308011-В2;45586.52
240-1303014-А;1278.56
240-1303014-А1;1130.94
240-1307010-А1;21581.8
656.1308011;46124.54
6565.1118358;525.8199999999999
658.1306052-30;753.96
658.1306053-10;329.4
658.1308011;46262.4
7511.1308011-31;45797.58
7601.1013740;725.9
7601.1013740-01;711.26
7511.1013740-01;768.6
8.8805;35232.38
8.8831;1038.22
9.1261;1177.3
9.1262;1161.44
9.1263;1328.58
9.1320;938.18
9.1321;1229.76
8.9086;806.42
236-1306100;2809.66
658.1306100;2038.62
8.9160;24842.86
8.9220;23833.92
8.9292;25857.899999999998
840.1303082;4444.46
840.1303084;2648.62
8401.1303294;2137.44
841.1303158;4371.26
841.1303160;4323.68
841.1303254;2763.2999999999997
841.1303256;2503.44
238АК-1308025;5557.099999999999
238АК-1308112;3402.58
841.1308112;6562.38
841.1308116;6932.04
841.1318044-10;21010.84
841.1318046;9827.1
841.1318048;616.1
841.1318078;1575.02
841.1318127;2143.54
842.1303101-10;10832.38
842.1303104;8130.08
842.1303105-10;11731.52
842.1303126;6153.68
842.1303166;4158.98
8423.1303104-10;10173.58
8423.1303130;10443.199999999999
8423.1303284-10;8968.22
8423.1303291;12019.44
8423.1303292;11774.22
8423.1307216;3402.58
8423.1308012-11;19962.86
238-1308652;1052.86
8423.1308652;4116.28
8423.1309010;6235.42
8423.1309012;2249.68
845.1308011-04;141601.74
8486.1308110-30;79134.08
850.1013694-01;10965.36
850.1013710-01;10205.3
850.1303016-01;7543.26
850.1303044;7875.099999999999
850.1303096-01;17830.3
850.1303162-10;3273.2599999999998
850.1303174;6869.82
850.1303322;14059.279999999999
850.1307010-01;39652.44
850.1307015;15753.859999999999
850.1308011-04;141601.74
6582.1306070-01;710.04
5336.3509012;39365.74
770.3509016-01;66978
240-3701034-Б;362.34
2501.3708200-03;25315
8.9490;23605.78
РС25-3708011;517.28
РС25-3708030;969.9
25.3708320;2719.38
25.3708800;9784.4
2501.3708050;1071.16
2502.3708600;6690.48
2502.3708600-10;6507.48
34 2839 1021;989.42
45 7371 0004;16117.42
45 7371 0013;18857.54
45 7371 0208;36631.72
45 7371 0212;36631.72
4573710-214;37166.08
45 7371 0463;35964.38
45 7371 0348;18849
45 7371 0547;13528.58
45 7371 0624;17919.36
45 7371 1153;16939.7
45 7371 0749;17743.68
45 7371 0491;15817.3
45 7371 0192;16699.36
45 7371 9738;16699.36
45 7371 0002;18561.079999999998
45 7371 0528;9030.44
45 7371 9807;14852.279999999999
45 7371 0697;14816.9
4573719-503;19877.46
45 7371 9785;11015.38
45 7371 9794;13461.48
45 7371 9808;15400.06
45 7371 9663;10093.06
45 7371 9599;15739.22
45 7371 9771;9658.74
8.9162;9781.96
8.9189;10814.08
8.9416;14564.36
8.9704;9102.42
8.9842;11070.28
9.0061;18615.98
845.3701010;61891.82
45 7373 3019;802.76
8.9828;290.36
8.8446;882.06
45 7374 8689;7269.98
45 7375 1663;84260.52
2551.3708000;52605.18
45 7375 1942;66775.48
45 7375 1945;84582.59999999999
45 7375 5044;1703.12
4573765-298;1217.56
8.8976;546.56
8.9524;1294.42
6562.3724010;9409.86
6582.3724010;9727.06
6565.3724010;8139.84
6585.3724010;7956.84
6565.3724012;11862.06
6585.3724012;14711.98
65802.3724012;12991.779999999999
65652.3724014;10565.199999999999
6585.3724014;12509.88
9.0404;24936.8
37 4231 3241;4670.16
15.1600010-10;194460.68
15.1601092;28216.16
15.1601125;19598.079999999998
15.1601129;43761.4
151.1601090-10;129928.78
161.1601130;43846.799999999996
161.1601131;41714.24
184.1601138-02;1462.78
184.1601138-10;1398.12
1840.1601180;11919.4
1846.1601180;9888.1
236-1601180-Б2;4701.88
236-1601270-Б;4.88
238-1601130-Б;15009.66
238-1601131;15009.66
8.8814;25534.6
8.9570;30224.28
201.1721180-50;18624.52
201.1701406;1805.6
201.1708269;908.9
201.1721334;201.29999999999998
201.1721390;1041.8799999999999
201.1721440;7631.099999999999
201.1721442;262.3
201.1722049-42;16538.32
201.1722050-41;11084.92
201.1722055;3295.22
201.1722057;2820.64
201.1722077;1346.8799999999999
201.1722094-40;370.88
202.1708230-40;4062.6
202.1721015-50;56372.54
202.1721157-40;15547.68
202.1721350-40;46157.479999999996
202.1721375-51;9264.68
202.1721386;5332.62
202.1721182-50;1152.8999999999999
202.1721203;383.08
202.1721240-40;7825.08
202.1721300-42;118819.45999999999
202.1721325-40;6198.82
202.1721330-50;1435.94
202.1721354-40;42031.44
236У-1702133;211.06
2381.1700004-06;633311.76
2381.1700004-07;643728.12
2381.1700004-36;649635.36
2381.1700004-45;621111.76
238.1701082;11295.98
238-1701121-10;3558.74
238-1701122;2091.08
238-1701140;10538.36
238-1701280;7833.62
238-1702060;1956.8799999999999
238-1702064;2138.66
238-1702074;1027.24
238К-1721240-01;17364.26
238М-1701048;26237.32
238М-1721428;13550.539999999999
238М-1701010-41;51969.56
238М-1701050;13971.44
238М.1701078;9215.88
238М-1701105;25937.2
238М-1701207-41;13128.42
238М-1701282;12606.26
238М.1721170-20;15370.779999999999
238М-1721252;1432.28
238М-1721312-50;57869.479999999996
238М-1721356;2832.84
238М.1721382-11;902.8
238М.1722020-50;26800.96
238М.1722038-50;3319.62
238Н-1701048;24694.02
238П-1702010;30803.78
239.1721243-02;2187.46
239.1721244-02;1729.96
239.1708307;40.26
239В.1721005;228599.94
239В.1721005-01;228599.94
8.9076;12602.6
8.9565;468.48
8.9321;35426.36
8.9322;35426.36
201-1105540-А2;323.3
236-1109080-А;7115.04
238Н-1109080;1753.1399999999999
238Н-1109080-01;1753.1399999999999
240-1017039-А2;489.21999999999997
6510.1109080;2824.2999999999997
6510.1109080-01;2824.2999999999997
7511.1117075;733.22
8.8987;317.2
8.8988;204.96
840.1012039-12;445.3
840.1012039-15;525.8199999999999
8421.1109010-24;11188.619999999999
8421.1109010-26;11507.039999999999
8421.1109080;1373.72
8421.1109080-01;1487.18
8.9561;2804.7799999999997
8.8946;7029.639999999999
46 1212 1322;163.48
4612121-624;256.2
46 1274 5487;2710.84
46 1294 5614;7404.18
46 1982 7140;225.7
46 2114 3185;4859.26
46 2213 6717;4056.5
46 2253 6674;1495.72
46 2292 6822;2171.6
46 1212 1626;244
46 1213 4169;263.52
46 2213 4790;1972.74
46 2532 1821;646.6
8.8259;2360.7
8.8260;2642.52
8.8261;1976.3999999999999
8.8263;3575.8199999999997
8.8264;3564.84
8.8265;3080.5
8.8266;2605.92
8.8315;1012.6
8.8402;3940.6
8.8618;4348.08
8.8775;481.9
8.8926;2066.68
8.8927;2359.48
8.8984;699.06
9.1071;884.5
8.9009;1091.8999999999999
8.9010;1115.08
8.9060;398.94
8.9061;301.34
8.9149;2192.34
8.9158;2827.96
8.9647;3707.58
8.9893;455.06
9.0026;4449.34
8.8667;549
236-3701170-10;136.64
238-1307170;318.42
238-3701170-10;184.22
238АК-1308170-03;1001.62
238АК-4611170-03;756.4
6585.3701170;357.46
6585.3701170-10;368.44
6585.3701170-20;392.84
65802.1308170-20;9180.5
65804.3701170;441.64
7511.1307170;307.44
65802.3509170-10;3950.36
7511.3509170;380.64
8.8769;1861.72
8401.1307170;546.56
8.9924;972.34
8401.3701170;344.04
850.3701170;331.84
8401.3701002-А;1210.24
236-3906004-10;5194.76
238-3906004-10;7111.38
240-3906004-10;8725.44
240Н-3906004-10;19459
200-1701021-А;85.39999999999999
201.1701230-А;971.12
201.1702276;233.01999999999998
201.1721413;290.36
201-1012083;58.56
201-1017122-Б;10.98
201-1105552-А;26.84
201-1117116-А;30.5
201-1117118;39.04
201-1306075-А;9.76
204А-1003278;28.06
210-1701230-А;506.3
22 4831 2800;84.17999999999999
236-1002023;84.17999999999999
236-1002024-А;37.82
236-1002040-А;87.84
236-1002284-Б4;23.18
236-1002258-А3;185.44
236-1002283-А;201.29999999999998
236-1002314-В;217.16
236-1003114-В2;28.06
236-1003114-Г;26.84
236-1003210-В7;951.6
236-1003270;294.02
236-1003292;9.76
236-1008050;50.019999999999996
236-1009040-А3;702.72
236-1011296;23.18
236-1012100;15.86
236-1014272;10.98
236-1028162;45.14
236-1028246;30.5
236-1029240-Б2;501.42
236-1109045-А;50.019999999999996
236-1115026;23.18
236-1115036-А2;82.96
236-1306054-А;17.08
236-1307048-А;34.16
236-1308108;20.74
236-1308108-Б;78.08
236-1601118-Б2;15.86
236-1701042-А;47.58
236-1702014;190.32
236-1702122-01;104.92
236-1704056-А;37.82
236У-1701203-01;259.86
238-1003210-В9;1213.8999999999999
238-1003270;353.8
238-1009040-А;772.26
238-1721250-А2;281.82
238-1722061;10.98
238-3708730;67.1
238АК-1002265;114.67999999999999
238АК-1002266;119.56
238Б-1029240-Б2;300.12
238Д-1003214-Б;344.04
238Д-1003215-Б;165.92
238Д-1003500;345.26
238Д-1003523-Б;101.25999999999999
238Д-1003524;37.82
238Н-1723290;76.86
238Ф-1115132;90.28
238Ф-1118225;9.76
238БК-1118322;398.94
238Ф-1118322;47.58
855.1118322;8.54
239.1702122-01;125.66
239.1722041-01;119.56
240-1002246;9.76
240-1002252;242.78
240-1002265-А2;242.78
240-1002314;242.78
240-1002324;9.76
240-1002504-Б;20.74
240-1003213;1638.46
240-1003213-А1;1376.16
240-1003270;276.94
240-1003270-Б;119.56
240-1005576;14.64
240-1005582-Б;7.32
240-1008027;54.9
240-1008098;54.9
240-1009040-А2;828.38
240-1009075-Б;4.88
240-1014128;18.3
240-1029178;20.74
240-1104336-Б;17.08
240-1104344-А;70.76
240-1104350;28.06
240-1115026-Б;67.1
240-1306054;14.64
240-1307038;9.76
240-1307086;17.08
240-1307090-А;376.98
240-3813856;12.2
25 3111 2158;15.86
25 3111 2196;43.92
25 3111 2198;20.74
25 3111 2219;56.12
25 3111 2299;31.72
25 3111 2308;37.82
25 3111 3268;28.06
25 3111 3634;30.5
25 3111 6063;29.28
25 3111 6144;91.5
25 3111 6149;82.96
25 3111 6152;75.64
25 3111 6239;98.82
25 3111 6594;230.57999999999998
336.1701534;223.26
336.1704019;223.26
658.1014147;10.98
658.1306054-01;102.48
6585.1104344;39.04
7511.1003213;1188.28
7511.1013638;52.46
7511.1013725;64.66
7511.1013742;179.34
7511.1104344;30.5
7511.1115036;273.28
7511.1003270-02;79.3
7601.1306075;10.98
840.1002406;4.88
840.1003213-02;2881.64
840.1003213-03;1612.84
840.1003270;119.56
85504.1003270;5664.46
85504.1008027;994.3
85504.1008045;1049.2
85504.1115132;1766.56
840.1005034-01;1712.8799999999999
840.1005034-02;1640.8999999999999
840.1009072;971.12
840.1011358;10.98
840.1012083-10;47.58
840.1012083-20;43.92
840.1014128;9.76
840.1029178-10;63.44
840.1115026;48.8
855.1003206-10;3295.22
855.1306024;31.72
855.1115026-10;1506.7
855.1115036-10;1216.34
855.1118414;530.6999999999999
840.1117186;136.64
840.1303164;12.2
840.1303214;20.74
240-1303268;18.3
7511.1303268;85.39999999999999
840.1303268;17.08
855.1303268;25.62
840.1303324;12.2
8401.1115314;40.26
8401.1303312;4.88
8401.1303099;40.26
850.1009072;967.4599999999999
238-1723026-01;10.98
238Н-1723031-01;18.3
238-1723169;9.76
240-1005586-01;53.68
8.9430;289.14
8.9431;236.68
8.9432;307.44
9.0028;536.8
200271-П29;13.42
200274-П29;26.84
200276-П29;28.06
200319-П29;89.06
200325-П29;30.5
200328-П29;35.38
200333-П29;50.019999999999996
200377-П29;47.58
201420-П29;7.32
201454-П29;15.86
201456-П29;13.42
201458-П29;14.64
201460-П29;6.1
201464-П29;13.42
201466-П29;13.42
201468-П29;13.42
201495-П29;12.2
201497-П29;12.2
201501-П29;17.08
201509-П29;18.3
201544-П29;20.74
201563-П29;20.74
201-3802043;8425.32
216281-П29;47.58
236-1028122;14.64
236-1028250-Б;686.86
236-3901010-В;5003.22
236-3902150-Б РЭ;239.12
236М2-3902020 КДС;645.38
236Н-3902150 РЭ;549
236НЕ-3902020 КДС;640.5
238АК-3902020;344.04
238Б-3902020 КДС;329.4
238БЕ-3902020;611.22
238БЭ-3902020;342.82
238ДЕ-3902150 РЭ;394.06
238НД-3902020;500.2
238НД-3902150 РЭ;151.28
240-1028102;10.98
240М2-3902020;740.54
250508-П29;8.54
250511-П29;15.86
250513-П29;12.2
250515-П29;14.64
250517-П29;13.42
250615-П29;9.76
250636-П29;17.08
250638-П29;12.2
251086-П29;4.88
252006-П29;4.88
252016-П29;15.86
252134-П2;2.44
252135-П2;2.44
252136-П2;10.98
252137-П2;14.64
252138-П2;17.08
252156-П2;2.44
310239-П29;456.28
42 7891 0022;13415.119999999999
45 9556 1057;29.28
6561.1030232-10;25173.48
6581.1030232-10;28245.44
8401.1030232;27601.28
6562.3902020-10 КДС;403.82
6581.3902020-10 КДС;437.98
7511.3902020;786.9
8.8396;218.38
8.8401;85.39999999999999
8.8405;57.339999999999996
8.8771;356.24
8.8874;412.36
238АК-4611212;4760.44
8.8972;165.92
8.8973;9.76
8.8991;229.35999999999999
8.8992;195.2
8.8994;151.28
8.8995;7.32
8.9128;219.6
8.9209;12.2
8.9211;43.92
8.9213;52.46
8.9237;79.3
8.9483;18.3
8.9546;52.46
8.9674;123.22
9.1332;1665.3
8.9759;64.66
9.0046;1108.98
236-1005178-А1;328.18
236-1005180-А1;256.2
840.1104514;58.56
840.1104446;183
0905.1702010;17637.54
0905.1702047;5289.92
